word,sentiment,lexicon,score
boring,NA,AFINN,-3
bother,NA,AFINN,-2
bothered,NA,AFINN,-2
bothers,NA,AFINN,-2
bothersome,NA,AFINN,-2
boycott,NA,AFINN,-2
boycotted,NA,AFINN,-2
boycotting,NA,AFINN,-2
boycotts,NA,AFINN,-2
brainwashing,NA,AFINN,-3
brave,NA,AFINN,2
breakthrough,NA,AFINN,3
breathtaking,NA,AFINN,5
bribe,NA,AFINN,-3
bright,NA,AFINN,1
brightest,NA,AFINN,2
brightness,NA,AFINN,1
brilliant,NA,AFINN,4
brisk,NA,AFINN,2
broke,NA,AFINN,-1
broken,NA,AFINN,-1
brooding,NA,AFINN,-2
bullied,NA,AFINN,-2
bullshit,NA,AFINN,-4
bully,NA,AFINN,-2
bullying,NA,AFINN,-2
bummer,NA,AFINN,-2
buoyant,NA,AFINN,2
burden,NA,AFINN,-2
burdened,NA,AFINN,-2
burdening,NA,AFINN,-2
burdens,NA,AFINN,-2
calm,NA,AFINN,2
calmed,NA,AFINN,2
calming,NA,AFINN,2
calms,NA,AFINN,2
can't stand,NA,AFINN,-3
cancel,NA,AFINN,-1
cancelled,NA,AFINN,-1
cancelling,NA,AFINN,-1
cancels,NA,AFINN,-1
cancer,NA,AFINN,-1
capable,NA,AFINN,1
captivated,NA,AFINN,3
care,NA,AFINN,2
carefree,NA,AFINN,1
careful,NA,AFINN,2
carefully,NA,AFINN,2
careless,NA,AFINN,-2
cares,NA,AFINN,2
cashing in,NA,AFINN,-2
casualty,NA,AFINN,-2
catastrophe,NA,AFINN,-3
catastrophic,NA,AFINN,-4
cautious,NA,AFINN,-1
celebrate,NA,AFINN,3
celebrated,NA,AFINN,3
celebrates,NA,AFINN,3
celebrating,NA,AFINN,3
censor,NA,AFINN,-2
censored,NA,AFINN,-2
censors,NA,AFINN,-2
certain,NA,AFINN,1
chagrin,NA,AFINN,-2
chagrined,NA,AFINN,-2
challenge,NA,AFINN,-1
chance,NA,AFINN,2
chances,NA,AFINN,2
chaos,NA,AFINN,-2
chaotic,NA,AFINN,-2
charged,NA,AFINN,-3
charges,NA,AFINN,-2
charm,NA,AFINN,3
charming,NA,AFINN,3
charmless,NA,AFINN,-3
chastise,NA,AFINN,-3
chastised,NA,AFINN,-3
chastises,NA,AFINN,-3
chastising,NA,AFINN,-3
cheat,NA,AFINN,-3
cheated,NA,AFINN,-3
cheater,NA,AFINN,-3
cheaters,NA,AFINN,-3
cheats,NA,AFINN,-3
cheer,NA,AFINN,2
cheered,NA,AFINN,2
cheerful,NA,AFINN,2
cheering,NA,AFINN,2
cheerless,NA,AFINN,-2
cheers,NA,AFINN,2
cheery,NA,AFINN,3
cherish,NA,AFINN,2
cherished,NA,AFINN,2
cherishes,NA,AFINN,2
cherishing,NA,AFINN,2
chic,NA,AFINN,2
childish,NA,AFINN,-2
chilling,NA,AFINN,-1
choke,NA,AFINN,-2
choked,NA,AFINN,-2
chokes,NA,AFINN,-2
choking,NA,AFINN,-2
clarifies,NA,AFINN,2
clarity,NA,AFINN,2
clash,NA,AFINN,-2
classy,NA,AFINN,3
clean,NA,AFINN,2
cleaner,NA,AFINN,2
clear,NA,AFINN,1
cleared,NA,AFINN,1
clearly,NA,AFINN,1
clears,NA,AFINN,1
clever,NA,AFINN,2
clouded,NA,AFINN,-1
clueless,NA,AFINN,-2
cock,NA,AFINN,-5
cocksucker,NA,AFINN,-5
cocksuckers,NA,AFINN,-5
cocky,NA,AFINN,-2
coerced,NA,AFINN,-2
collapse,NA,AFINN,-2
collapsed,NA,AFINN,-2
collapses,NA,AFINN,-2
collapsing,NA,AFINN,-2
collide,NA,AFINN,-1
collides,NA,AFINN,-1
colliding,NA,AFINN,-1
collision,NA,AFINN,-2
collisions,NA,AFINN,-2
colluding,NA,AFINN,-3
combat,NA,AFINN,-1
combats,NA,AFINN,-1
comedy,NA,AFINN,1
comfort,NA,AFINN,2
comfortable,NA,AFINN,2
comforting,NA,AFINN,2
comforts,NA,AFINN,2
commend,NA,AFINN,2
commended,NA,AFINN,2
commit,NA,AFINN,1
commitment,NA,AFINN,2
commits,NA,AFINN,1
committed,NA,AFINN,1
committing,NA,AFINN,1
compassionate,NA,AFINN,2
compelled,NA,AFINN,1
competent,NA,AFINN,2
competitive,NA,AFINN,2
complacent,NA,AFINN,-2
complain,NA,AFINN,-2
complained,NA,AFINN,-2
complains,NA,AFINN,-2
comprehensive,NA,AFINN,2
conciliate,NA,AFINN,2
conciliated,NA,AFINN,2
conciliates,NA,AFINN,2
conciliating,NA,AFINN,2
condemn,NA,AFINN,-2
condemnation,NA,AFINN,-2
condemned,NA,AFINN,-2
condemns,NA,AFINN,-2
confidence,NA,AFINN,2
confident,NA,AFINN,2
conflict,NA,AFINN,-2
conflicting,NA,AFINN,-2
conflictive,NA,AFINN,-2
conflicts,NA,AFINN,-2
confuse,NA,AFINN,-2
confused,NA,AFINN,-2
confusing,NA,AFINN,-2
congrats,NA,AFINN,2
congratulate,NA,AFINN,2
congratulation,NA,AFINN,2
congratulations,NA,AFINN,2
consent,NA,AFINN,2
consents,NA,AFINN,2
consolable,NA,AFINN,2
conspiracy,NA,AFINN,-3
constrained,NA,AFINN,-2
contagion,NA,AFINN,-2
contagions,NA,AFINN,-2
contagious,NA,AFINN,-1
contempt,NA,AFINN,-2
contemptuous,NA,AFINN,-2
contemptuously,NA,AFINN,-2
contend,NA,AFINN,-1
contender,NA,AFINN,-1
contending,NA,AFINN,-1
contentious,NA,AFINN,-2
contestable,NA,AFINN,-2
controversial,NA,AFINN,-2
controversially,NA,AFINN,-2
convince,NA,AFINN,1
convinced,NA,AFINN,1
convinces,NA,AFINN,1
convivial,NA,AFINN,2
cool,NA,AFINN,1
cool stuff,NA,AFINN,3
cornered,NA,AFINN,-2
corpse,NA,AFINN,-1
costly,NA,AFINN,-2
courage,NA,AFINN,2
courageous,NA,AFINN,2
courteous,NA,AFINN,2
courtesy,NA,AFINN,2
cover-up,NA,AFINN,-3
coward,NA,AFINN,-2
cowardly,NA,AFINN,-2
coziness,NA,AFINN,2
cramp,NA,AFINN,-1
crap,NA,AFINN,-3
crash,NA,AFINN,-2
crazier,NA,AFINN,-2
craziest,NA,AFINN,-2
crazy,NA,AFINN,-2
creative,NA,AFINN,2
crestfallen,NA,AFINN,-2
cried,NA,AFINN,-2
cries,NA,AFINN,-2
crime,NA,AFINN,-3
criminal,NA,AFINN,-3
criminals,NA,AFINN,-3
crisis,NA,AFINN,-3
critic,NA,AFINN,-2
criticism,NA,AFINN,-2
criticize,NA,AFINN,-2
criticized,NA,AFINN,-2
criticizes,NA,AFINN,-2
criticizing,NA,AFINN,-2
critics,NA,AFINN,-2
cruel,NA,AFINN,-3
cruelty,NA,AFINN,-3
crush,NA,AFINN,-1
crushed,NA,AFINN,-2
crushes,NA,AFINN,-1
crushing,NA,AFINN,-1
cry,NA,AFINN,-1
crying,NA,AFINN,-2
cunt,NA,AFINN,-5
curious,NA,AFINN,1
curse,NA,AFINN,-1
cut,NA,AFINN,-1
cute,NA,AFINN,2
cuts,NA,AFINN,-1
cutting,NA,AFINN,-1
cynic,NA,AFINN,-2
cynical,NA,AFINN,-2
cynicism,NA,AFINN,-2
damage,NA,AFINN,-3
damages,NA,AFINN,-3
damn,NA,AFINN,-4
damned,NA,AFINN,-4
damnit,NA,AFINN,-4
danger,NA,AFINN,-2
daredevil,NA,AFINN,2
daring,NA,AFINN,2
darkest,NA,AFINN,-2
darkness,NA,AFINN,-1
dauntless,NA,AFINN,2
dead,NA,AFINN,-3
deadlock,NA,AFINN,-2
deafening,NA,AFINN,-1
dear,NA,AFINN,2
dearly,NA,AFINN,3
death,NA,AFINN,-2
debonair,NA,AFINN,2
debt,NA,AFINN,-2
deceit,NA,AFINN,-3
deceitful,NA,AFINN,-3
deceive,NA,AFINN,-3
deceived,NA,AFINN,-3
deceives,NA,AFINN,-3
deceiving,NA,AFINN,-3
deception,NA,AFINN,-3
decisive,NA,AFINN,1
dedicated,NA,AFINN,2
defeated,NA,AFINN,-2
defect,NA,AFINN,-3
defects,NA,AFINN,-3
defender,NA,AFINN,2
defenders,NA,AFINN,2
defenseless,NA,AFINN,-2
defer,NA,AFINN,-1
deferring,NA,AFINN,-1
defiant,NA,AFINN,-1
deficit,NA,AFINN,-2
degrade,NA,AFINN,-2
degraded,NA,AFINN,-2
degrades,NA,AFINN,-2
dehumanize,NA,AFINN,-2
dehumanized,NA,AFINN,-2
dehumanizes,NA,AFINN,-2
dehumanizing,NA,AFINN,-2
deject,NA,AFINN,-2
dejected,NA,AFINN,-2
dejecting,NA,AFINN,-2
dejects,NA,AFINN,-2
delay,NA,AFINN,-1
delayed,NA,AFINN,-1
delight,NA,AFINN,3
delighted,NA,AFINN,3
delighting,NA,AFINN,3
delights,NA,AFINN,3
demand,NA,AFINN,-1
demanded,NA,AFINN,-1
demanding,NA,AFINN,-1
demands,NA,AFINN,-1
demonstration,NA,AFINN,-1
demoralized,NA,AFINN,-2
denied,NA,AFINN,-2
denier,NA,AFINN,-2
deniers,NA,AFINN,-2
denies,NA,AFINN,-2
denounce,NA,AFINN,-2
denounces,NA,AFINN,-2
deny,NA,AFINN,-2
denying,NA,AFINN,-2
depressed,NA,AFINN,-2
depressing,NA,AFINN,-2
derail,NA,AFINN,-2
derailed,NA,AFINN,-2
derails,NA,AFINN,-2
deride,NA,AFINN,-2
derided,NA,AFINN,-2
derides,NA,AFINN,-2
deriding,NA,AFINN,-2
derision,NA,AFINN,-2
desirable,NA,AFINN,2
desire,NA,AFINN,1
desired,NA,AFINN,2
desirous,NA,AFINN,2
despair,NA,AFINN,-3
despairing,NA,AFINN,-3
despairs,NA,AFINN,-3
desperate,NA,AFINN,-3
desperately,NA,AFINN,-3
despondent,NA,AFINN,-3
destroy,NA,AFINN,-3
destroyed,NA,AFINN,-3
destroying,NA,AFINN,-3
destroys,NA,AFINN,-3
destruction,NA,AFINN,-3
destructive,NA,AFINN,-3
detached,NA,AFINN,-1
detain,NA,AFINN,-2
detained,NA,AFINN,-2
detention,NA,AFINN,-2
determined,NA,AFINN,2
devastate,NA,AFINN,-2
devastated,NA,AFINN,-2
devastating,NA,AFINN,-2
devoted,NA,AFINN,3
diamond,NA,AFINN,1
dick,NA,AFINN,-4
dickhead,NA,AFINN,-4
die,NA,AFINN,-3
died,NA,AFINN,-3
difficult,NA,AFINN,-1
diffident,NA,AFINN,-2
dilemma,NA,AFINN,-1
dipshit,NA,AFINN,-3
dire,NA,AFINN,-3
direful,NA,AFINN,-3
dirt,NA,AFINN,-2
dirtier,NA,AFINN,-2
dirtiest,NA,AFINN,-2
dirty,NA,AFINN,-2
disabling,NA,AFINN,-1
disadvantage,NA,AFINN,-2
disadvantaged,NA,AFINN,-2
disappear,NA,AFINN,-1
disappeared,NA,AFINN,-1
disappears,NA,AFINN,-1
disappoint,NA,AFINN,-2
disappointed,NA,AFINN,-2
disappointing,NA,AFINN,-2
disappointment,NA,AFINN,-2
disappointments,NA,AFINN,-2
disappoints,NA,AFINN,-2
disaster,NA,AFINN,-2
disasters,NA,AFINN,-2
disastrous,NA,AFINN,-3
disbelieve,NA,AFINN,-2
discard,NA,AFINN,-1
discarded,NA,AFINN,-1
discarding,NA,AFINN,-1
discards,NA,AFINN,-1
disconsolate,NA,AFINN,-2
disconsolation,NA,AFINN,-2
discontented,NA,AFINN,-2
discord,NA,AFINN,-2
discounted,NA,AFINN,-1
discouraged,NA,AFINN,-2
discredited,NA,AFINN,-2
disdain,NA,AFINN,-2
disgrace,NA,AFINN,-2
disgraced,NA,AFINN,-2
disguise,NA,AFINN,-1
disguised,NA,AFINN,-1
disguises,NA,AFINN,-1
disguising,NA,AFINN,-1
disgust,NA,AFINN,-3
disgusted,NA,AFINN,-3
disgusting,NA,AFINN,-3
disheartened,NA,AFINN,-2
dishonest,NA,AFINN,-2
disillusioned,NA,AFINN,-2
disinclined,NA,AFINN,-2
disjointed,NA,AFINN,-2
dislike,NA,AFINN,-2
dismal,NA,AFINN,-2
dismayed,NA,AFINN,-2
disorder,NA,AFINN,-2
disorganized,NA,AFINN,-2
disoriented,NA,AFINN,-2
disparage,NA,AFINN,-2
disparaged,NA,AFINN,-2
disparages,NA,AFINN,-2
disparaging,NA,AFINN,-2
displeased,NA,AFINN,-2
dispute,NA,AFINN,-2
disputed,NA,AFINN,-2
disputes,NA,AFINN,-2
disputing,NA,AFINN,-2
disqualified,NA,AFINN,-2
disquiet,NA,AFINN,-2
disregard,NA,AFINN,-2
disregarded,NA,AFINN,-2
disregarding,NA,AFINN,-2
disregards,NA,AFINN,-2
disrespect,NA,AFINN,-2
disrespected,NA,AFINN,-2
disruption,NA,AFINN,-2
disruptions,NA,AFINN,-2
disruptive,NA,AFINN,-2
dissatisfied,NA,AFINN,-2
distort,NA,AFINN,-2
distorted,NA,AFINN,-2
distorting,NA,AFINN,-2
distorts,NA,AFINN,-2
distract,NA,AFINN,-2
distracted,NA,AFINN,-2
distraction,NA,AFINN,-2
distracts,NA,AFINN,-2
distress,NA,AFINN,-2
distressed,NA,AFINN,-2
distresses,NA,AFINN,-2
distressing,NA,AFINN,-2
distrust,NA,AFINN,-3
distrustful,NA,AFINN,-3
disturb,NA,AFINN,-2
disturbed,NA,AFINN,-2
disturbing,NA,AFINN,-2
disturbs,NA,AFINN,-2
dithering,NA,AFINN,-2
dizzy,NA,AFINN,-1
dodging,NA,AFINN,-2
dodgy,NA,AFINN,-2
does not work,NA,AFINN,-3
dolorous,NA,AFINN,-2
dont like,NA,AFINN,-2
doom,NA,AFINN,-2
doomed,NA,AFINN,-2
doubt,NA,AFINN,-1
doubted,NA,AFINN,-1
doubtful,NA,AFINN,-1
doubting,NA,AFINN,-1
doubts,NA,AFINN,-1
douche,NA,AFINN,-3
douchebag,NA,AFINN,-3
downcast,NA,AFINN,-2
downhearted,NA,AFINN,-2
downside,NA,AFINN,-2
drag,NA,AFINN,-1
dragged,NA,AFINN,-1
drags,NA,AFINN,-1
drained,NA,AFINN,-2
dread,NA,AFINN,-2
dreaded,NA,AFINN,-2
dreadful,NA,AFINN,-3
dreading,NA,AFINN,-2
dream,NA,AFINN,1
dreams,NA,AFINN,1
dreary,NA,AFINN,-2
droopy,NA,AFINN,-2
drop,NA,AFINN,-1
drown,NA,AFINN,-2
drowned,NA,AFINN,-2
drowns,NA,AFINN,-2
drunk,NA,AFINN,-2
dubious,NA,AFINN,-2
dud,NA,AFINN,-2
dull,NA,AFINN,-2
dumb,NA,AFINN,-3
dumbass,NA,AFINN,-3
dump,NA,AFINN,-1
dumped,NA,AFINN,-2
dumps,NA,AFINN,-1
dupe,NA,AFINN,-2
duped,NA,AFINN,-2
dysfunction,NA,AFINN,-2
eager,NA,AFINN,2
earnest,NA,AFINN,2
ease,NA,AFINN,2
easy,NA,AFINN,1
ecstatic,NA,AFINN,4
eerie,NA,AFINN,-2
eery,NA,AFINN,-2
effective,NA,AFINN,2
effectively,NA,AFINN,2
elated,NA,AFINN,3
elation,NA,AFINN,3
elegant,NA,AFINN,2
elegantly,NA,AFINN,2
embarrass,NA,AFINN,-2
embarrassed,NA,AFINN,-2
embarrasses,NA,AFINN,-2
embarrassing,NA,AFINN,-2
embarrassment,NA,AFINN,-2
embittered,NA,AFINN,-2
embrace,NA,AFINN,1
emergency,NA,AFINN,-2
empathetic,NA,AFINN,2
emptiness,NA,AFINN,-1
empty,NA,AFINN,-1
enchanted,NA,AFINN,2
encourage,NA,AFINN,2
encouraged,NA,AFINN,2
encouragement,NA,AFINN,2
encourages,NA,AFINN,2
endorse,NA,AFINN,2
endorsed,NA,AFINN,2
endorsement,NA,AFINN,2
endorses,NA,AFINN,2
enemies,NA,AFINN,-2
enemy,NA,AFINN,-2
energetic,NA,AFINN,2
engage,NA,AFINN,1
engages,NA,AFINN,1
engrossed,NA,AFINN,1
enjoy,NA,AFINN,2
enjoying,NA,AFINN,2
enjoys,NA,AFINN,2
enlighten,NA,AFINN,2
enlightened,NA,AFINN,2
enlightening,NA,AFINN,2
enlightens,NA,AFINN,2
ennui,NA,AFINN,-2
enrage,NA,AFINN,-2
enraged,NA,AFINN,-2
enrages,NA,AFINN,-2
enraging,NA,AFINN,-2
enrapture,NA,AFINN,3
enslave,NA,AFINN,-2
enslaved,NA,AFINN,-2
enslaves,NA,AFINN,-2
ensure,NA,AFINN,1
ensuring,NA,AFINN,1
enterprising,NA,AFINN,1
entertaining,NA,AFINN,2
enthral,NA,AFINN,3
enthusiastic,NA,AFINN,3
entitled,NA,AFINN,1
entrusted,NA,AFINN,2
envies,NA,AFINN,-1
envious,NA,AFINN,-2
envy,NA,AFINN,-1
envying,NA,AFINN,-1
erroneous,NA,AFINN,-2
error,NA,AFINN,-2
errors,NA,AFINN,-2
escape,NA,AFINN,-1
escapes,NA,AFINN,-1
escaping,NA,AFINN,-1
esteemed,NA,AFINN,2
ethical,NA,AFINN,2
euphoria,NA,AFINN,3
euphoric,NA,AFINN,4
eviction,NA,AFINN,-1
evil,NA,AFINN,-3
exaggerate,NA,AFINN,-2
exaggerated,NA,AFINN,-2
exaggerates,NA,AFINN,-2
exaggerating,NA,AFINN,-2
exasperated,NA,AFINN,2
excellence,NA,AFINN,3
excellent,NA,AFINN,3
excite,NA,AFINN,3
excited,NA,AFINN,3
excitement,NA,AFINN,3
exciting,NA,AFINN,3
exclude,NA,AFINN,-1
excluded,NA,AFINN,-2
exclusion,NA,AFINN,-1
exclusive,NA,AFINN,2
excuse,NA,AFINN,-1
exempt,NA,AFINN,-1
exhausted,NA,AFINN,-2
exhilarated,NA,AFINN,3
exhilarates,NA,AFINN,3
exhilarating,NA,AFINN,3
exonerate,NA,AFINN,2
exonerated,NA,AFINN,2
exonerates,NA,AFINN,2
exonerating,NA,AFINN,2
expand,NA,AFINN,1
expands,NA,AFINN,1
expel,NA,AFINN,-2
expelled,NA,AFINN,-2
expelling,NA,AFINN,-2
expels,NA,AFINN,-2
exploit,NA,AFINN,-2
exploited,NA,AFINN,-2
exploiting,NA,AFINN,-2
exploits,NA,AFINN,-2
exploration,NA,AFINN,1
explorations,NA,AFINN,1
expose,NA,AFINN,-1
exposed,NA,AFINN,-1
exposes,NA,AFINN,-1
exposing,NA,AFINN,-1
extend,NA,AFINN,1
extends,NA,AFINN,1
exuberant,NA,AFINN,4
exultant,NA,AFINN,3
exultantly,NA,AFINN,3
fabulous,NA,AFINN,4
fad,NA,AFINN,-2
fag,NA,AFINN,-3
faggot,NA,AFINN,-3
faggots,NA,AFINN,-3
fail,NA,AFINN,-2
failed,NA,AFINN,-2
failing,NA,AFINN,-2
fails,NA,AFINN,-2
failure,NA,AFINN,-2
failures,NA,AFINN,-2
fainthearted,NA,AFINN,-2
fair,NA,AFINN,2
faith,NA,AFINN,1
faithful,NA,AFINN,3
fake,NA,AFINN,-3
fakes,NA,AFINN,-3
faking,NA,AFINN,-3
fallen,NA,AFINN,-2
falling,NA,AFINN,-1
falsified,NA,AFINN,-3
falsify,NA,AFINN,-3
fame,NA,AFINN,1
fan,NA,AFINN,3
fantastic,NA,AFINN,4
farce,NA,AFINN,-1
fascinate,NA,AFINN,3
fascinated,NA,AFINN,3
fascinates,NA,AFINN,3
fascinating,NA,AFINN,3
fascist,NA,AFINN,-2
fascists,NA,AFINN,-2
fatalities,NA,AFINN,-3
fatality,NA,AFINN,-3
fatigue,NA,AFINN,-2
fatigued,NA,AFINN,-2
fatigues,NA,AFINN,-2
fatiguing,NA,AFINN,-2
favor,NA,AFINN,2
favored,NA,AFINN,2
favorite,NA,AFINN,2
favorited,NA,AFINN,2
favorites,NA,AFINN,2
favors,NA,AFINN,2
fear,NA,AFINN,-2
fearful,NA,AFINN,-2
fearing,NA,AFINN,-2
fearless,NA,AFINN,2
fearsome,NA,AFINN,-2
fed up,NA,AFINN,-3
feeble,NA,AFINN,-2
feeling,NA,AFINN,1
felonies,NA,AFINN,-3
felony,NA,AFINN,-3
fervent,NA,AFINN,2
fervid,NA,AFINN,2
festive,NA,AFINN,2
fiasco,NA,AFINN,-3
fidgety,NA,AFINN,-2
fight,NA,AFINN,-1
fine,NA,AFINN,2
fire,NA,AFINN,-2
fired,NA,AFINN,-2
firing,NA,AFINN,-2
fit,NA,AFINN,1
fitness,NA,AFINN,1
flagship,NA,AFINN,2
flees,NA,AFINN,-1
flop,NA,AFINN,-2
flops,NA,AFINN,-2
flu,NA,AFINN,-2
flustered,NA,AFINN,-2
focused,NA,AFINN,2
fond,NA,AFINN,2
fondness,NA,AFINN,2
fool,NA,AFINN,-2
foolish,NA,AFINN,-2
fools,NA,AFINN,-2
forced,NA,AFINN,-1
foreclosure,NA,AFINN,-2
foreclosures,NA,AFINN,-2
forget,NA,AFINN,-1
forgetful,NA,AFINN,-2
forgive,NA,AFINN,1
forgiving,NA,AFINN,1
forgotten,NA,AFINN,-1
fortunate,NA,AFINN,2
frantic,NA,AFINN,-1
fraud,NA,AFINN,-4
frauds,NA,AFINN,-4
fraudster,NA,AFINN,-4
fraudsters,NA,AFINN,-4
fraudulence,NA,AFINN,-4
fraudulent,NA,AFINN,-4
free,NA,AFINN,1
freedom,NA,AFINN,2
frenzy,NA,AFINN,-3
fresh,NA,AFINN,1
friendly,NA,AFINN,2
fright,NA,AFINN,-2
frightened,NA,AFINN,-2
frightening,NA,AFINN,-3
frikin,NA,AFINN,-2
frisky,NA,AFINN,2
frowning,NA,AFINN,-1
frustrate,NA,AFINN,-2
frustrated,NA,AFINN,-2
frustrates,NA,AFINN,-2
frustrating,NA,AFINN,-2
frustration,NA,AFINN,-2
ftw,NA,AFINN,3
fuck,NA,AFINN,-4
fucked,NA,AFINN,-4
fucker,NA,AFINN,-4
fuckers,NA,AFINN,-4
fuckface,NA,AFINN,-4
fuckhead,NA,AFINN,-4
fucking,NA,AFINN,-4
fucktard,NA,AFINN,-4
fud,NA,AFINN,-3
fuked,NA,AFINN,-4
fuking,NA,AFINN,-4
fulfill,NA,AFINN,2
fulfilled,NA,AFINN,2
fulfills,NA,AFINN,2
fuming,NA,AFINN,-2
fun,NA,AFINN,4
funeral,NA,AFINN,-1
funerals,NA,AFINN,-1
funky,NA,AFINN,2
funnier,NA,AFINN,4
funny,NA,AFINN,4
furious,NA,AFINN,-3
futile,NA,AFINN,2
gag,NA,AFINN,-2
gagged,NA,AFINN,-2
gain,NA,AFINN,2
gained,NA,AFINN,2
gaining,NA,AFINN,2
gains,NA,AFINN,2
gallant,NA,AFINN,3
gallantly,NA,AFINN,3
gallantry,NA,AFINN,3
generous,NA,AFINN,2
genial,NA,AFINN,3
ghost,NA,AFINN,-1
giddy,NA,AFINN,-2
gift,NA,AFINN,2
glad,NA,AFINN,3
glamorous,NA,AFINN,3
glamourous,NA,AFINN,3
glee,NA,AFINN,3
gleeful,NA,AFINN,3
gloom,NA,AFINN,-1
gloomy,NA,AFINN,-2
glorious,NA,AFINN,2
glory,NA,AFINN,2
glum,NA,AFINN,-2
god,NA,AFINN,1
goddamn,NA,AFINN,-3
godsend,NA,AFINN,4
good,NA,AFINN,3
goodness,NA,AFINN,3
grace,NA,AFINN,1
gracious,NA,AFINN,3
grand,NA,AFINN,3
grant,NA,AFINN,1
granted,NA,AFINN,1
granting,NA,AFINN,1
grants,NA,AFINN,1
grateful,NA,AFINN,3
gratification,NA,AFINN,2
grave,NA,AFINN,-2
gray,NA,AFINN,-1
great,NA,AFINN,3
greater,NA,AFINN,3
greatest,NA,AFINN,3
greed,NA,AFINN,-3
greedy,NA,AFINN,-2
green wash,NA,AFINN,-3
green washing,NA,AFINN,-3
greenwash,NA,AFINN,-3
greenwasher,NA,AFINN,-3
greenwashers,NA,AFINN,-3
greenwashing,NA,AFINN,-3
greet,NA,AFINN,1
greeted,NA,AFINN,1
greeting,NA,AFINN,1
greetings,NA,AFINN,2
greets,NA,AFINN,1
grey,NA,AFINN,-1
grief,NA,AFINN,-2
grieved,NA,AFINN,-2
gross,NA,AFINN,-2
growing,NA,AFINN,1
growth,NA,AFINN,2
guarantee,NA,AFINN,1
guilt,NA,AFINN,-3
guilty,NA,AFINN,-3
gullibility,NA,AFINN,-2
gullible,NA,AFINN,-2
gun,NA,AFINN,-1
ha,NA,AFINN,2
hacked,NA,AFINN,-1
haha,NA,AFINN,3
hahaha,NA,AFINN,3
hahahah,NA,AFINN,3
hail,NA,AFINN,2
hailed,NA,AFINN,2
hapless,NA,AFINN,-2
haplessness,NA,AFINN,-2
happiness,NA,AFINN,3
happy,NA,AFINN,3
hard,NA,AFINN,-1
hardier,NA,AFINN,2
hardship,NA,AFINN,-2
hardy,NA,AFINN,2
harm,NA,AFINN,-2
harmed,NA,AFINN,-2
harmful,NA,AFINN,-2
harming,NA,AFINN,-2
harms,NA,AFINN,-2
harried,NA,AFINN,-2
harsh,NA,AFINN,-2
harsher,NA,AFINN,-2
harshest,NA,AFINN,-2
hate,NA,AFINN,-3
hated,NA,AFINN,-3
haters,NA,AFINN,-3
hates,NA,AFINN,-3
hating,NA,AFINN,-3
haunt,NA,AFINN,-1
haunted,NA,AFINN,-2
haunting,NA,AFINN,1
haunts,NA,AFINN,-1
havoc,NA,AFINN,-2
healthy,NA,AFINN,2
heartbreaking,NA,AFINN,-3
heartbroken,NA,AFINN,-3
heartfelt,NA,AFINN,3
heaven,NA,AFINN,2
heavenly,NA,AFINN,4
heavyhearted,NA,AFINN,-2
hell,NA,AFINN,-4
help,NA,AFINN,2
helpful,NA,AFINN,2
helping,NA,AFINN,2
helpless,NA,AFINN,-2
helps,NA,AFINN,2
hero,NA,AFINN,2
heroes,NA,AFINN,2
heroic,NA,AFINN,3
hesitant,NA,AFINN,-2
hesitate,NA,AFINN,-2
hid,NA,AFINN,-1
hide,NA,AFINN,-1
hides,NA,AFINN,-1
hiding,NA,AFINN,-1
highlight,NA,AFINN,2
hilarious,NA,AFINN,2
hindrance,NA,AFINN,-2
hoax,NA,AFINN,-2
homesick,NA,AFINN,-2
honest,NA,AFINN,2
honor,NA,AFINN,2
honored,NA,AFINN,2
honoring,NA,AFINN,2
honour,NA,AFINN,2
honoured,NA,AFINN,2
honouring,NA,AFINN,2
hooligan,NA,AFINN,-2
hooliganism,NA,AFINN,-2
hooligans,NA,AFINN,-2
hope,NA,AFINN,2
hopeful,NA,AFINN,2
hopefully,NA,AFINN,2
hopeless,NA,AFINN,-2
hopelessness,NA,AFINN,-2
hopes,NA,AFINN,2
hoping,NA,AFINN,2
horrendous,NA,AFINN,-3
horrible,NA,AFINN,-3
horrific,NA,AFINN,-3
horrified,NA,AFINN,-3
hostile,NA,AFINN,-2
huckster,NA,AFINN,-2
hug,NA,AFINN,2
huge,NA,AFINN,1
hugs,NA,AFINN,2
humerous,NA,AFINN,3
humiliated,NA,AFINN,-3
humiliation,NA,AFINN,-3
humor,NA,AFINN,2
humorous,NA,AFINN,2
humour,NA,AFINN,2
humourous,NA,AFINN,2
hunger,NA,AFINN,-2
hurrah,NA,AFINN,5
hurt,NA,AFINN,-2
hurting,NA,AFINN,-2
hurts,NA,AFINN,-2
hypocritical,NA,AFINN,-2
hysteria,NA,AFINN,-3
hysterical,NA,AFINN,-3
hysterics,NA,AFINN,-3
idiot,NA,AFINN,-3
idiotic,NA,AFINN,-3
ignorance,NA,AFINN,-2
ignorant,NA,AFINN,-2
ignore,NA,AFINN,-1
ignored,NA,AFINN,-2
ignores,NA,AFINN,-1
ill,NA,AFINN,-2
illegal,NA,AFINN,-3
illiteracy,NA,AFINN,-2
illness,NA,AFINN,-2
illnesses,NA,AFINN,-2
imbecile,NA,AFINN,-3
immobilized,NA,AFINN,-1
immortal,NA,AFINN,2
immune,NA,AFINN,1
impatient,NA,AFINN,-2
imperfect,NA,AFINN,-2
importance,NA,AFINN,2
important,NA,AFINN,2
